"pais","cod_pais","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013"
"Pacific island small states","PSS",230.387116367319,296.106175552282,304.074705962573,318.480690937331,321.905044072185,350.892787188546,421.81927367064,483.127762724774,474.926615236343,461.64866124109
"Post-demographic dividend","PST",0.898844615836286,1.16720122924226,1.30769417413283,1.31076177749213,1.47787815196646,1.3707797488445,1.49194326776592,1.50843934151612,1.4138834834877,1.39770872845177
"French Polynesia","PYF",0,0,0,0,0,0,0,0,0,0
"Qatar","QAT",0,0,0,0,0,0,0,0,0,0
"Romania","ROU",0,0,0,0,0,0,0,0,0,0
"Russian Federation","RUS",0,0,0,0,0,0,0,0,0,0
"Rwanda","RWA",55.6283211741003,63.5763074433046,65.5819858237007,75.9470199765153,95.9456280074672,93.1957942635881,100.36168833484,119.626627527169,81.2250689863968,98.0574728777827
"South Asia","SAS",4.69739265805497,6.2257398307336,6.04736463886436,7.39903532978245,7.79893160920818,9.0696423251897,9.49460250792717,10.2470750531324,8.43438132717516,8.20966842174138
"Saudi Arabia","SAU",0.84138507114339,1.01474102281531,0.955940430198371,-5.02501157627409,0,0,0,0,0,0
"Sudan","SDN",25.525210701441,45.5428798532379,49.6517791966324,49.9509403887151,58.7569658609169,52.3349330641524,43.9285305869266,47.1580502328486,36.2196326833441,39.0223625308467
"Senegal","SEN",97.2315532319821,62.2371437947345,75.0844458186473,72.7354182444149,87.1501131303025,80.9108585664299,72.270981294674,78.9548373987788,78.0676029534747,69.9301830294983
"Singapore","SGP",0,0,0,0,0,0,0,0,0,0
"Solomon Islands","SLB",264.982821547218,422.751893221054,425.698333319465,500.289590001524,445.58113664806,398.160721258356,647.101640702653,631.249442014106,555.57376511849,516.92126595147
"Sierra Leone","SLE",77.2472126389523,67.0403928324872,72.539476740793,101.261187867132,68.6981400033829,79.2057081800271,79.3469141270056,71.7374513192624,72.7682567240931,72.678467011466
"El Salvador","SLV",36.5007175419643,33.489675656098,26.5938015495791,14.9020766021194,39.0543351411237,45.4165897184826,46.6306278615228,45.8861198492273,36.2156722246989,27.7750226450019
"San Marino","SMR",0,0,0,0,0,0,0,0,0,0
"Somalia","SOM",24.3944591806089,28.3715317154797,45.6052471417147,44.1956826877045,83.8612139449175,70.7120052556278,52.775526382858,112.064543825784,98.7140247348168,102.703922427365
"Serbia","SRB",155.390004524895,143.599404846461,213.124913226875,113.547521472032,132.768778956608,85.1203972458228,90.718755537318,190.649865311492,151.09992572659,108.913403605629
"Sub-Saharan Africa (excluding high income)","SSA",35.6169587103341,42.9815250844939,52.5241057614646,43.9818802475987,48.6065945538829,51.779111426809,50.5993373117635,52.5926075862111,50.5332256617775,50.281740385623
"South Sudan","SSD",0,0,0,0,0,0,0,41.4676442385731,108.032121674699,122.168955133707
"Sub-Saharan Africa","SSF",35.6665668677114,43.0493904888404,52.5693754175183,44.0237313638114,48.6493055162315,51.8383991669308,50.7531812225435,52.6401162690404,50.5816953372316,50.3107639873809
"Small states","SST",64.2733871601367,67.8957820711611,72.3019619682179,89.4802882321829,112.688040784594,107.567300029225,117.437121939139,111.129073345384,102.75393281318,102.136070117436
"Sao Tome and Principe","STP",224.935217588759,213.52173742703,147.269197363715,319.184826069572,289.312020538525,182.48044211584,293.948970037453,420.450511320042,283.834965599157,294.704637417346
"Suriname","SUR",52.6044732195409,89.5123770576769,129.064649271201,301.565216696976,200.609090568175,305.625904839207,200.35086974395,171.672343864328,76.34309932171,57.7748617489924
"Slovak Republic","SVK",0,0,0,0,0,0,0,0,0,0
"Slovenia","SVN",0,0,0,0,0,0,0,0,0,0
"Sweden","SWE",0,0,0,0,0,0,0,0,0,0
"Swaziland","SWZ",20.0223790276541,42.2851928498102,31.103448029161,44.6489545341996,60.6803900325027,47.5148036392795,76.3861650021623,102.345813215798,72.7615787687526,94.1837025973081
"Sint Maarten (Dutch part)","SXM",0,0,0,0,0,0,0,0,0,0
"Seychelles","SYC",128.887541679297,207.584059475247,162.056737588652,71.5016522996954,86.1355168131009,265.298174070425,600.757491366826,259.832344094875,393.531363600331,304.839408998432
"Syrian Arab Republic","SYR",6.02707810976661,3.92106212583775,1.06363665488408,4.33448712026714,7.84891041509212,9.90038786162465,6.32510580532361,16.3658976096336,83.6688730769824,188.273385461258
"Turks and Caicos Islands","TCA",125.874125874126,196.597353497164,-15.1942695897547,537.397862979258,0,0,0,0,0,0
"Chad","TCD",34.198040100518,38.3832548729968,27.8914725945392,33.4570124933392,37.9030390296362,48.505999069548,41.2024498208699,37.1882387072517,37.3435025773733,34.9419905448042
"East Asia & Pacific (IDA & IBRD countries)","TEA",3.51266237925332,4.78007692931648,3.93166284051793,4.2857361866165,4.24836135182608,4.96366753692547,4.6752803537716,3.60393261571895,4.11047570708862,5.64411515155659
"Europe & Central Asia (IDA & IBRD countries)","TEC",11.0018451164981,11.316492104525,13.7325327637004,12.9420054402515,16.2552191834828,17.9388327484885,16.3618200219092,23.711117776943,21.9462334281571,19.5129942178626
"Togo","TGO",11.997674517993,14.8093862933671,13.9266508785932,20.7948032175667,54.5421173225494,79.5078781966059,63.1183546604357,82.6020734433222,36.331933453916,32.6640465575238
"Thailand","THA",0.747043147872864,-2.54296836906574,-3.27981391498832,-4.68686146994468,-9.31075535728084,-1.13887383004531,-0.305283882222558,-2.00469462052784,-1.95595476335359,0.42682569390457
"Tajikistan","TJK",37.2812162310541,37.0926824824356,34.8194405233363,31.5015267598166,39.6232626309747,54.7272001467304,57.1296976296596,45.0236493130898,49.6814433718925,48.145352984149
"Turkmenistan","TKM",11.5055198391441,6.11857310241565,8.56174012213444,5.9219037366451,3.69086907460456,8.17038096309269,8.6870375714375,7.99346423659088,7.28019128770268,6.85293834760027
"Latin America & the Caribbean (IDA & IBRD countries)","TLA",10.2437660749593,10.131064856009,11.2347189212243,10.0622915226421,12.5602656855414,12.7938790212653,14.92304655393,15.5644206869543,12.8623979007583,12.5855011868256
"Timor-Leste","TLS",167.498758614385,186.579646022171,207.400120390048,272.552350830122,269.372353685803,207.90399941641,275.710845105863,258.639089385506,257.368820299145,228.961804279585
"Middle East & North Africa (IDA & IBRD countries)","TMN",30.7699288393008,86.7595727268846,44.3209317686613,46.4582364043137,51.9347128460944,24.8243059174137,21.2195703286773,24.0916840731411,30.5678315192709,49.3920315120165
"Tonga","TON",194.859617264981,317.277756846259,212.39914488656,302.733705918625,250.058356676004,361.16268275702,677.460628974381,895.470917311671,746.213097385677,771.264706721578
"South Asia (IDA & IBRD)","TSA",4.69739265805497,6.22542213185054,5.99172111845957,7.33192109045846,7.69971835514366,8.97949285316687,9.43417355799325,10.1837657498487,8.35687778918372,8.16971197708097
"Sub-Saharan Africa (IDA & IBRD countries)","TSS",32.9387739852575,40.3455836063031,49.5346915355931,40.259214749358,43.7610215191108,46.0178283395971,46.1304735494267,47.5057326342635,45.1571757718741,45.6787366960362
"Trinidad and Tobago","TTO",-1.56524232198274,-1.52667871046538,10.275173599787,15.8868368391305,7.06264083468403,5.17545080900468,3.26030893874309,0,0,0
"Tunisia","TUN",33.3109091056107,36.4613549726468,42.8433803520267,31.7029781476664,36.3909193338144,46.9188328616012,51.7097441779894,85.9969494937665,93.9332533807535,64.9354071424405
"Turkey","TUR",4.31334388804561,5.884561880715,8.28560238240397,11.4457939821529,15.8858513697126,19.031927101758,14.5151979211404,44.7280208733212,41.5792091369008,37.3616379034331
"Tuvalu","TUV",836.616213974705,940.788116360635,1583.43608713522,1209.54526833265,1655.08786268901,1805.66884176183,1425.66398697466,3952.66151970744,2584.1784989858,2793.64115026326
"Tanzania","TZA",46.7690623206323,38.203688155308,46.8855014401461,67.9148337830708,54.3980377149645,66.2062439214517,64.8500690876649,51.8180103905953,58.0160112374968,68.3796775832423
"Uganda","UGA",45.0765860136158,42.6257897278669,54.79928657448,57.9535354110592,52.987598319969,55.706896081267,50.9855120528967,45.9058464740369,46.3974924732957,46.4799718986923
"Ukraine","UKR",0,8.57867982587891,10.3580531228794,9.05151329786376,13.345741944131,14.2165707994867,14.3152382675651,17.0202664414597,16.9336284059281,17.3828743273188
"Upper middle income","UMC",6.66471779338632,13.4892149282304,8.27022633215898,8.40579777978784,9.58314576200674,6.35961686467078,5.30777555227991,7.08966657404077,6.2690290392196,5.8900713576602
"Uruguay","URY",7.11772463851826,5.29827929208734,7.15692181513227,11.1235870948424,9.86919069651955,15.5110636765444,14.0824451297322,5.59131146233618,5.11076313173198,10.7160599172117
"United States","USA",0,0,0,0,0,0,0,0,0,0
"Uzbekistan","UZB",9.50188193401342,6.46119157717736,5.65382764055761,6.24683638529105,6.72495128704748,6.86560499002427,8.20834383665238,6.95651581150262,8.59493862197518,9.75954925404719
"St. Vincent and the Grenadines","VCT",97.4549340014554,72.2765266807051,44.0738972343629,603.856981723812,246.049558008519,263.420438423871,154.140290533865,162.33617764608,76.0056341119871,77.9313435839271
"Venezuela, RB","VEN",1.78494861555897,1.83681828853886,2.11930189189114,2.65696599419624,2.15850243677107,2.08098385190846,1.83958025565475,1.69160745559165,1.70126599781244,1.24950270089769
"British Virgin Islands","VGB",0,0,0,0,0,0,0,0,0,0
"Virgin Islands (U.S.)","VIR",0,0,0,0,0,0,0,0,0,0
"Vietnam","VNM",22.5615326807177,23.1927575580669,22.2337452827471,29.808771231974,29.9466509709382,43.4759662888695,33.912403301412,41.193690438116,46.3162600271143,45.517187595742
"Vanuatu","VUT",187.122815267654,190.519402985075,228.341137279568,258.415319427522,410.144895377993,433.959320917576,456.455592279273,376.597926210124,411.882116219121,360.792368613355
"World","WLD",12.3699560940984,16.6095400428386,16.1899743083407,16.0829341037421,18.8006586495417,18.4896600095108,18.883275476246,20.2137823430063,18.8219422188387,21.0586835293708
"Samoa","WSM",173.663545756569,242.763772175537,260.338428912256,205.61024594212,223.669864805931,404.49377368706,796.703739739503,521.250146718312,620.907247711764,593.571090918641
"Kosovo","XKX",0,0,0,0,0,444.020178555006,297.080555054965,325.624791661665,313.948592953689,311.687955704183
"Yemen, Rep.","YEM",13.371218200711,14.4359365082152,13.6441816816585,11.1925176160384,19.22303391718,24.3663192999842,28.2757202322892,19.6843895631679,28.5430188059282,40.7167651455749
"South Africa","ZAF",13.4380242986512,14.3095494078657,14.9944630684299,16.2654963034832,22.4972678414112,21.3742437644883,20.3272173106385,27.0053678494682,20.2990047698316,24.3286892247245
"Zambia","ZMB",96.2378583334719,97.0682249173025,118.747238321274,79.0482464582661,84.9977723265078,94.0801159385184,66.0552562867349,72.0513212720498,64.7303118956302,75.1268227137116
"Zimbabwe","ZWE",14.5556810364577,28.7221190815022,21.1944873004466,35.9051927243894,45.4041514103037,53.6805014970851,50.9900709873559,50.6874775877424,68.7646313386677,55.5467102767254
